93.059998,2596700.0,-0.034297,0.988596,0.695326,0.228524,49.051025,-0.012049493072880724
91.440002,2913300.0,-0.204454,1.113691,0.928889,0.215357,42.524494,-0.017408081182206603
91.800003,3733500.0,-0.215385,1.106666,1.251276,0.214272,41.896065,0.003937018724037067
86.309998,6083900.0,-0.222362,1.180521,1.977612,0.214927,42.036655,-0.059803974080480216
84.459999,5611100.0,-0.204783,1.239266,1.813712,0.213243,42.846809,-0.02143435341059785
81.139999,5385300.0,-0.255391,1.267369,1.674858,0.214281,40.880791,-0.039308548890700235
74.309998,3771900.0,-0.380492,1.300463,1.180074,0.212987,34.626785,-0.08417551249908206
79.660004,3712800.0,-0.293168,1.274196,1.14897,0.21389,38.726631,0.07199577639606458
80.760002,2130900.0,-0.266352,1.27047,0.653744,0.213153,39.891052,0.013808661119323995
81.25,2228900.0,-0.228322,1.171339,0.684022,0.210204,41.458214,0.006067335164256171
79.57,2276800.0,-0.199658,1.159394,0.697442,0.207405,42.730534,-0.020676923076923148
81.349998,1885200.0,-0.183151,1.127337,0.577197,0.209059,43.398003,0.022370214905115038
80.800003,1609300.0,-0.24914,1.058591,0.491004,0.203092,39.741333,-0.006760848353063231
81.089996,1424700.0,-0.282389,0.920659,0.436684,0.19924,37.293934,0.0035890221439718317
74.389999,4230700.0,-0.329518,0.854098,1.260947,0.204563,35.962215,-0.08262421174616896
77.370003,3185200.0,-0.288682,0.777004,0.935468,0.206219,38.017097,0.04005920204408109
81.989998,2158000.0,-0.207443,0.735177,0.638628,0.20709,41.766422,0.05971300014037739
78.870003,963800.0,-0.357527,0.670042,0.292297,0.194763,30.771921,-0.03805336109411783
72.629997,1555000.0,-0.445573,0.669509,0.48383,0.195787,23.97217,-0.07911760824961545
69.559998,2244400.0,-0.489393,0.670747,0.699121,0.195987,19.687183,-0.042269022811607826
69.720001,1474100.0,-0.501964,0.65123,0.463078,0.193823,16.969063,0.0023002157073093166
69.989998,1984400.0,-0.444038,0.674979,0.643041,0.185308,19.796835,0.003872590305900925
66.389999,2254700.0,-0.442803,0.722324,0.758381,0.185119,20.492161,-0.05143590659911146
70.720001,2296000.0,-0.371545,0.755789,0.776545,0.185987,26.001598,0.06522069687032217
71.449997,1661000.0,-0.32307,0.68374,0.574261,0.181294,28.91416,0.010322341482998487
69.389999,1154800.0,-0.345316,0.626681,0.4078,0.183547,27.812796,-0.028831323813771403
73.0,1909100.0,-0.303634,0.625598,0.682579,0.187241,31.261032,0.05202480259439102
71.5,1264500.0,-0.299088,0.658648,0.467951,0.186674,31.754566,-0.020547945205479423
69.809998,1091200.0,-0.31886,0.647901,0.407858,0.188357,30.73567,-0.023636391608391705
70.709999,1070800.0,-0.249323,0.639079,0.423453,0.182237,34.833706,0.012892150491108811
67.93,1890900.0,-0.270041,0.661718,0.754788,0.184714,34.109016,-0.03931550048529897
70.110001,2493400.0,-0.233268,0.685868,1.000879,0.186034,36.606804,0.032091873987928565
68.730003,1540600.0,-0.251307,0.677069,0.637108,0.187439,35.697456,-0.019683325920933914
68.669998,1222600.0,-0.20438,0.678122,0.541916,0.182124,38.274395,-0.0008730539412312721
69.720001,1315300.0,-0.17452,0.707718,0.622516,0.181561,40.096748,0.015290564010209895
66.019997,1948300.0,-0.186345,0.788001,0.974974,0.182819,39.893047,-0.05306947715046639
65.0,1855200.0,-0.125286,0.811241,0.959047,0.176443,43.252644,-0.0154498189389497
67.550003,1160400.0,-0.152021,0.842933,0.627467,0.17332,40.852089,0.03923081538461548
